"","x"
"26","https://www.nytimes.com/2019/01/14/us/politics/supreme-court-acting-attorney-general.html"
"27","https://www.nytimes.com/2019/01/16/opinion/2020-census-wilbur-ross.html"
"28","https://www.nytimes.com/2019/01/15/us/politics/republicans-sanctions-russian-oligarchs.html"
"29","https://www.nytimes.com/2019/01/21/us/politics/oleg-deripaska-russian-sanctions.html"
"30","https://www.nytimes.com/2019/01/20/us/politics/trump-tower-moscow-cohen-giuliani.html"
"31","https://www.nytimes.com/2019/01/10/us/politics/ukraine-donald-trump-inauguration.html"
"32","https://www.nytimes.com/2019/01/05/opinion/sunday/trump-impeachment.html"
"33","https://www.nytimes.com/2019/01/10/us/politics/michael-cohen-trump-testimony.html"
"34","https://www.nytimes.com/2019/01/02/magazine/hakeem-jeffries-doesnt-want-to-be-called-the-next-obama.html"
"35","https://www.nytimes.com/2019/01/17/us/politics/trump-house-russia-sanctions.html"
"36","https://www.nytimes.com/video/us/politics/100000006308296/barr-trump-mueller-witch-hunt.html"
"37","https://www.nytimes.com/2019/01/21/us/politics/giuliani-trump-tower-russia.html"
"38","https://www.nytimes.com/2019/01/13/us/politics/trump-putin-russia-meetings.html"
"39","https://www.nytimes.com/2019/01/15/us/politics/william-barr-confirmation-hearing.html"
"40","https://www.nytimes.com/2019/01/13/us/politics/trump-cohen-testimony.html"
"41","https://www.nytimes.com/2019/01/14/us/politics/william-barr-executive-power.html"
"42","https://www.nytimes.com/2019/01/16/us/politics/senate-trump-russia-sanctions.html"
"43","https://www.nytimes.com/2019/01/14/opinion/editorials/trump-putin-russia.html"
"44","https://www.nytimes.com/2019/01/20/arts/television/saturday-night-live-donald-trump-deal-or-no-deal.html"
"45","https://www.nytimes.com/2019/01/11/briefing/shutdown-syria-jayme-closs.html"
"46","https://www.nytimes.com/2019/01/14/opinion/letters/trump-russia-fbi.html"
"47","https://www.nytimes.com/2019/01/16/us/politics/on-politics-republicans-steve-king.html"
"48","https://www.nytimes.com/2019/01/09/us/politics/trump-immigration-speech.html"
"49","https://www.nytimes.com/2019/01/09/us/politics/democrats-investigations-trump.html"
"50","https://www.nytimes.com/2019/01/20/briefing/trump-announcement-winter-storm-warning.html"
"51","https://www.nytimes.com/2019/01/18/opinion/buzzfeed-cohen-trump-tower.html"
"52","https://www.nytimes.com/2019/01/09/opinion/president-trump-border-wall-weak.html"
"53","https://www.nytimes.com/2019/01/03/us/trump-golf-club-illegal-immigrant-employee.html"
"54","https://www.nytimes.com/2019/01/15/podcasts/the-daily/william-barr-confirmation-hearing.html"
"55","https://www.nytimes.com/2019/01/09/briefing/trump-brexit-fatberg-your-wednesday-briefing.html"
"56","https://www.nytimes.com/2019/01/13/us/politics/trump-russia-shutdown.html"
"57","https://www.nytimes.com/2019/01/11/opinion/donald-trump-illegal-immigration-border-wall.html"
"58","https://www.nytimes.com/2019/01/03/us/politics/nancy-pelosi-speaker-116th-congress.html"
"59","https://www.nytimes.com/video/us/politics/100000006307481/william-barr-confirmation-hearing-video.html"
"60","https://www.nytimes.com/2019/01/14/us/politics/trump-attorney-general-barr-whistle-blowers.html"
"61","https://www.nytimes.com/2019/01/16/podcasts/the-daily/william-barr-confirmation-hearing.html"
"62","https://www.nytimes.com/2019/01/10/us/politics/on-politics-shutdown-democrats-republicans.html"
"63","https://www.nytimes.com/2019/01/13/opinion/trump-impeachment-2020-election.html"
"64","https://www.nytimes.com/2019/01/12/us/politics/on-politics-the-biggest-stories-of-the-week.html"
"65","https://www.nytimes.com/2019/01/19/opinion/letters/trump-fictional-character.html"
"66","https://www.nytimes.com/2019/01/21/us/politics/trump-administration-russia-president.html"
"67","https://www.nytimes.com/2019/01/19/us/politics/on-politics-the-biggest-stories-of-the-week.html"
"68","https://www.nytimes.com/2019/01/08/briefing/president-trump-shutdown-manafort.html"
"69","https://www.nytimes.com/2019/01/08/nyregion/trump-tower-natalya-veselnitskaya-indictment.html"
"70","https://www.nytimes.com/2019/01/13/briefing/shutdown-julian-castro-jayme-closs.html"
"71","https://www.nytimes.com/2019/01/07/business/dealbook/goldman-1mdb-bitcoin.html"
"72","https://www.nytimes.com/2019/01/15/world/europe/brexit-vote.html"
"73","https://www.nytimes.com/2019/01/14/briefing/airports-brexit-los-angeles.html"
"74","https://www.nytimes.com/2019/01/09/briefing/president-trump-shutdown-52-places.html"
"75","https://www.nytimes.com/2019/01/04/us/politics/house-democrats-ethics-voting-rights.html"
"76","https://www.nytimes.com/2019/01/15/briefing/brexit-william-barr-penguins.html"
"77","https://www.nytimes.com/2019/01/13/business/media/democrats-disinformation-election-interference.html"
"78","https://www.nytimes.com/2019/01/11/us/politics/national-emergency-risks-trump.html"
"79","https://www.nytimes.com/2019/01/10/briefing/climate-change-furlough-sopranos.html"
"80","https://www.nytimes.com/2019/01/04/us/politics/tlaib-impeach-trump.html"
"81","https://www.nytimes.com/2019/01/14/briefing/china-brexit-australian-open.html"
"82","https://www.nytimes.com/2019/01/13/briefing/president-trump-us-shutdown-greece-your-monday-briefing.html"
"83","https://www.nytimes.com/2019/01/14/briefing/nato-brexit-chechnya-your-tuesday-briefing.html"
"84","https://www.nytimes.com/2019/01/13/briefing/president-trump-belt-and-road-huawei.html"
"85","https://www.nytimes.com/2019/01/02/us/whats-affected-government-shutdown.html"
"86","https://www.nytimes.com/2019/01/15/briefing/brexit-huawei-gay-penguins.html"
"87","https://www.nytimes.com/2019/01/12/us/rural-colleges-money-students-leaving.html"
"88","https://www.nytimes.com/2019/01/15/books/review/erica-feldmann-hausmagick.html"
"89","https://www.nytimes.com/2019/01/14/magazine/all-the-presidents-memes.html"
"90","https://www.nytimes.com/2019/01/08/style/should-i-cut-my-hair.html"
"91","https://www.nytimes.com/2019/01/05/opinion/sunday/nancy-pelosi-house-speaker.html"
"92","https://www.nytimes.com/2019/01/15/business/dealbook/pge-banktruptcy-california-wildfires.html"
"93","https://www.nytimes.com/2019/01/15/us/politics/trump-putin-meetings.html"
"94","https://www.nytimes.com/2019/01/09/business/dealbook/government-shutdown-trump-speech-economy.html"
"95","https://www.nytimes.com/2019/01/11/opinion/trump-2020-media.html"
"96","https://www.nytimes.com/2019/01/03/us/politics/new-congress.html"
"97","https://www.nytimes.com/interactive/2019/us/politics/2020-presidential-candidates.html"
