"","x"
"51","https://www.nytimes.com/reuters/2019/03/22/world/europe/22reuters-usa-trump-russia-disclosure-explainer.html"
"52","https://www.nytimes.com/2019/03/22/us/mueller-questions-answers.html"
"53","https://www.nytimes.com/reuters/2019/03/22/us/politics/22reuters-usa-trump-russia-mueller.html"
"54","https://www.nytimes.com/reuters/2019/03/22/us/politics/22reuters-usa-trump-russia-investigations-explainer.html"
"55","https://www.nytimes.com/reuters/2019/03/20/world/europe/20reuters-usa-trump-russia-mueller.html"
"56","https://www.nytimes.com/reuters/2019/03/22/us/politics/22reuters-usa-trump-russia-tower-explainer.html"
"57","https://www.nytimes.com/reuters/2019/03/18/us/politics/18reuters-usa-trump-russia-tower-explainer.html"
"58","https://www.nytimes.com/2019/03/22/us/politics/executive-privilege-mueller.html"
"59","https://www.nytimes.com/aponline/2019/03/22/us/ap-us-trump-russia-probe-legal-cloud-.html"
"60","https://www.nytimes.com/reuters/2019/03/19/world/europe/19reuters-usa-trump-russia-investigations-explainer.html"
"61","https://www.nytimes.com/2019/03/07/world/europe/amber-rudd-diane-abbott.html"
"62","https://www.nytimes.com/video/us/politics/100000006390561/collusion-delusion-trump-complains-about-mueller-inquiry.html"
"63","https://www.nytimes.com/2019/03/05/world/europe/brexit-poultry.html"
"64","https://www.nytimes.com/2019/03/03/world/europe/grayling-ferries-uk.html"
"65","https://www.nytimes.com/2019/03/06/world/europe/uk-knife-crime-austerity.html"
"66","https://www.nytimes.com/interactive/2019/03/20/us/politics/mueller-investigation-people-events.html"
"67","https://www.nytimes.com/2019/03/12/todayspaper/quotation-of-the-day-as-a-rapt-city-holds-its-breath-for-mueller-spin-machines-whir.html"
"68","https://www.nytimes.com/2019/03/22/briefing/mueller-report-north-korea-sanctions-ncaa.html"
"69","https://www.nytimes.com/2019/03/13/us/politics/mueller-special-counsel-report.html"
"70",""
"71",""
"72",""
"73","https://www.nytimes.com/2019/03/01/world/europe/shamima-begum-isis-uk.html"
"74",""
"75","https://www.nytimes.com/2019/03/22/world/europe/cancel-brexit-petition.html"
"76","https://www.nytimes.com/2019/03/14/world/europe/brexit-extension-british-parliament.html"
"77","https://www.nytimes.com/2019/03/12/world/europe/uk-brexit-vote.html"
"78","https://www.nytimes.com/video/us/politics/100000006382409/paul-manafort-trump-mueller.html"
"79","https://www.nytimes.com/2019/03/15/us/politics/rick-gates-cooperation-sentencing-delay.html"
"80","https://www.nytimes.com/2019/03/19/nyregion/michael-cohen-documents-trump.html"
"81","https://www.nytimes.com/2019/03/15/world/asia/muslims-in-new-zealand.html"
"82","https://www.nytimes.com/2019/03/08/opinion/manafort-trump-prison.html"
"83","https://www.nytimes.com/2019/03/04/us/politics/roger-stone-instagram.html"
"84","https://www.nytimes.com/2019/03/05/briefing/roger-stone-book-gag-order.html"
"85","https://www.nytimes.com/2019/03/02/opinion/sunday/michael-cohen-steele-dossier.html"
"86","https://www.nytimes.com/2019/03/18/us/politics/foreign-lobbying-gregory-craig-manafort.html"
"87","https://www.nytimes.com/reuters/2019/03/19/us/politics/19reuters-usa-trump-russia-ahmad.html"
"88","https://www.nytimes.com/reuters/2019/03/22/world/europe/22reuters-usa-trump-russia-cases-factbox.html"
"89","https://www.nytimes.com/2019/03/07/us/politics/paul-manafort-sentencing.html"
"90","https://www.nytimes.com/aponline/2019/03/20/us/politics/ap-us-ap-poll-trump-russia.html"
"91","https://www.nytimes.com/aponline/2019/03/21/us/politics/ap-us-trump-russia-probe-sessions-.html"
"92","https://www.nytimes.com/aponline/2019/03/19/us/ap-us-trump-lawyer-investigation.html"
"93","https://www.nytimes.com/aponline/2019/03/20/us/politics/ap-us-trump-fact-check.html"
"94","https://www.nytimes.com/2019/03/15/opinion/tillis-trump-national-emergency.html"
"95","https://www.nytimes.com/reuters/2019/03/15/business/15reuters-usa-trump-russia-deripaska.html"
"96","https://www.nytimes.com/reuters/2019/03/15/world/europe/15reuters-usa-russia-deripaska.html"
"97","https://www.nytimes.com/aponline/2019/03/22/us/politics/ap-us-trump-russia-probe-key-players-.html"
"98","https://www.nytimes.com/2019/03/22/podcasts/daily-newsletter-mueller-report-hiv-cure.html"
"99","https://www.nytimes.com/aponline/2019/03/15/us/politics/ap-us-trump-russia-probe.html"
"100","https://www.nytimes.com/reuters/2019/03/22/world/europe/22reuters-usa-trump-russia-judiciary.html"
