"","x"
"84","https://www.nytimes.com/reuters/2019/04/02/sports/soccer/02reuters-soccer-germany-grindel.html"
"85","https://www.nytimes.com/2019/03/28/world/australia/al-jazeera-one-nation-nra.html"
"86","https://www.nytimes.com/aponline/2019/04/02/sports/soccer/ap-soc-germany-leadership.html"
"87","https://www.nytimes.com/2019/04/01/briefing/brexit-us-border-india.html"
"88","https://www.nytimes.com/2019/03/31/briefing/brexit-indian-elections-the-kardashians.html"
"89","https://www.nytimes.com/video/us/politics/100000006435155/trump-the-collusion-delusion-is-over.html"
"90","https://www.nytimes.com/2019/03/28/opinion/brexit-theresa-may-parliament.html"
"91","https://www.nytimes.com/reuters/2019/04/03/us/politics/03reuters-usa-trump-tax.html"
"92","https://www.nytimes.com/aponline/2019/04/01/us/ap-us-special-election-pennsylvania-senate-.html"
"93","https://www.nytimes.com/2019/04/03/us/politics/house-intelligence-trump-inaugural.html"
"94","https://www.nytimes.com/aponline/2019/04/03/us/politics/ap-us-wisconsin-supreme-court-.html"
"95","https://www.nytimes.com/interactive/2019/04/03/magazine/new-fox-corporation-disney-deal.html"
"96","https://www.nytimes.com/2019/03/29/opinion/trump-climate-lawsuit-juliana.html"
"97","https://www.nytimes.com/aponline/2019/03/29/us/politics/ap-us-trump-health-care.html"
"98","https://www.nytimes.com/2019/03/31/us/politics/trump-mulvaney-border-close-mexico.html"
"99","https://www.nytimes.com/2019/03/28/theater/the-tragedy-of-julius-caesar-review.html"
"100","https://www.nytimes.com/2019/03/29/business/dealbook/lyft-ipo.html"
